customer_id,order_id,weather,order_timestamp,item_id,item_name,taste_profile,item_type
126,1856,rainy,2015-03-12 15:05:15,640404963,Cheeseburger,savory,burger
126,1856,rainy,2015-03-12 15:05:15,640404923,Hamburger,savory,burger
126,1856,rainy,2015-03-12 15:05:15,640405339,Large Curly Fries,savory,side
182,1359,sunny,2015-03-14 07:08:21,640405399,Large Shake,sweet,beverage
182,1359,sunny,2015-03-14 07:08:21,640405058,Veggie Burger,healthy,burger
182,1359,sunny,2015-03-14 07:08:21,640404963,Cheeseburger,savory,burger
182,1359,sunny,2015-03-14 07:08:21,640405395,Regular Shake,sweet,beverage
98,1875,rainy,2015-03-15 06:30:23,640405347,Onion Rings,sweet,side
98,1875,rainy,2015-03-15 06:30:23,640404923,Hamburger,savory,burger
98,1875,rainy,2015-03-15 06:30:23,640404963,Cheeseburger,savory,burger
184,504,rainy,2015-03-15 08:11:59,640405347,Onion Rings,sweet,side
174,615,cloudy,2015-03-15 20:52:25,640405380,Large Drink,chilling,beverage
174,615,cloudy,2015-03-15 20:52:25,640405399,Large Shake,sweet,beverage
103,746,snowy,2015-03-17 06:47:14,640405339,Large Curly Fries,savory,side
132,1669,snowy,2015-03-17 11:02:13,640405389,Small Shake,sweet,beverage
132,1669,snowy,2015-03-17 11:02:13,640405315,Large Fries,savory,side
132,1669,snowy,2015-03-17 11:02:13,640405380,Large Drink,chilling,beverage
179,1948,rainy,2015-03-17 14:13:05,640405315,Large Fries,savory,side
179,1948,rainy,2015-03-17 14:13:05,640404963,Cheeseburger,savory,burger
179,1948,rainy,2015-03-17 14:13:05,640405399,Large Shake,sweet,beverage
179,1948,rainy,2015-03-17 14:13:05,640405380,Large Drink,chilling,beverage
112,900,snowy,2015-03-18 15:54:10,640405371,Regular Drink,chilling,beverage
165,1515,cloudy,2015-03-22 00:23:49,640405399,Large Shake,sweet,beverage
165,1515,cloudy,2015-03-22 00:23:49,640405085,Double Hamburger,savory,burger
165,1515,cloudy,2015-03-22 00:23:49,640405355,Small Drink,chilling,beverage
165,1515,cloudy,2015-03-22 00:23:49,640405025,Bacon Cheeseburger,savory,burger
26,1660,sunny,2015-03-22 16:14:34,640405380,Large Drink,chilling,beverage
26,1660,sunny,2015-03-22 16:14:34,640405339,Large Curly Fries,savory,side
26,1660,sunny,2015-03-22 16:14:34,640405112,Double Cheeseburger,savory,burger
29,1675,rainy,2015-03-22 19:36:49,640405348,Coffee,bitter,beverage
29,1675,rainy,2015-03-22 19:36:49,640404963,Cheeseburger,savory,burger
29,1675,rainy,2015-03-22 19:36:49,640405339,Large Curly Fries,savory,side
149,1447,snowy,2015-03-22 23:04:24,640405112,Double Cheeseburger,savory,burger
149,81,rainy,2015-03-25 10:46:13,640405172,Double Bacon Cheeseburger,savory,burger
149,81,rainy,2015-03-25 10:46:13,640405355,Small Drink,chilling,beverage
149,81,rainy,2015-03-25 10:46:13,640405399,Large Shake,sweet,beverage
17,1611,rainy,2015-03-27 12:05:34,640404963,Cheeseburger,savory,burger
59,597,rainy,2015-04-01 08:48:41,640405025,Bacon Cheeseburger,savory,burger
59,597,rainy,2015-04-01 08:48:41,640405355,Small Drink,chilling,beverage
59,597,rainy,2015-04-01 08:48:41,640405347,Onion Rings,sweet,side
59,597,rainy,2015-04-01 08:48:41,640405395,Regular Shake,sweet,beverage
5,258,snowy,2015-04-02 02:25:10,640405347,Onion Rings,sweet,side
5,258,snowy,2015-04-02 02:25:10,640405355,Small Drink,chilling,beverage
191,712,snowy,2015-04-02 03:54:11,640405380,Large Drink,chilling,beverage
191,712,snowy,2015-04-02 03:54:11,640405323,Small Curly Fries,savory,side
191,712,snowy,2015-04-02 03:54:11,640405172,Double Bacon Cheeseburger,savory,burger
191,712,snowy,2015-04-02 03:54:11,640405399,Large Shake,sweet,beverage
98,1969,rainy,2015-04-02 11:10:46,640405389,Small Shake,sweet,beverage
140,1169,snowy,2015-04-03 04:47:58,640405085,Double Hamburger,savory,burger
140,1169,snowy,2015-04-03 04:47:58,640405331,Regular Curly Fries,savory,side
140,1169,snowy,2015-04-03 04:47:58,640405172,Double Bacon Cheeseburger,savory,burger
38,134,cloudy,2015-04-03 07:34:55,640405371,Regular Drink,chilling,beverage
38,134,cloudy,2015-04-03 07:34:55,640405339,Large Curly Fries,savory,side
38,134,cloudy,2015-04-03 07:34:55,640404963,Cheeseburger,savory,burger
97,47,rainy,2015-04-03 08:52:18,640405371,Regular Drink,chilling,beverage
97,47,rainy,2015-04-03 08:52:18,640405355,Small Drink,chilling,beverage
97,47,rainy,2015-04-03 08:52:18,640405323,Small Curly Fries,savory,side
40,1665,snowy,2015-04-03 18:27:14,640405371,Regular Drink,chilling,beverage
40,1665,snowy,2015-04-03 18:27:14,640405112,Double Cheeseburger,savory,burger
40,1665,snowy,2015-04-03 18:27:14,640405085,Double Hamburger,savory,burger
69,1416,rainy,2015-04-04 05:37:15,640405058,Veggie Burger,healthy,burger
69,1416,rainy,2015-04-04 05:37:15,640405025,Bacon Cheeseburger,savory,burger
69,1416,rainy,2015-04-04 05:37:15,640405112,Double Cheeseburger,savory,burger
69,1416,rainy,2015-04-04 05:37:15,640405331,Regular Curly Fries,savory,side
150,1598,sunny,2015-04-04 12:46:43,640405058,Veggie Burger,healthy,burger
76,750,snowy,2015-04-06 21:09:27,640405025,Bacon Cheeseburger,savory,burger
76,750,snowy,2015-04-06 21:09:27,640405380,Large Drink,chilling,beverage
76,750,snowy,2015-04-06 21:09:27,640404923,Hamburger,savory,burger
10,1982,cloudy,2015-04-09 19:09:32,640405355,Small Drink,chilling,beverage
10,1982,cloudy,2015-04-09 19:09:32,640405172,Double Bacon Cheeseburger,savory,burger
10,1982,cloudy,2015-04-09 19:09:32,640405399,Large Shake,sweet,beverage
10,1982,cloudy,2015-04-09 19:09:32,640405307,Regular Fries,savory,side
26,1830,rainy,2015-04-09 19:50:59,640405371,Regular Drink,chilling,beverage
48,899,snowy,2015-04-10 05:56:01,640404963,Cheeseburger,savory,burger
48,899,snowy,2015-04-10 05:56:01,640405348,Coffee,bitter,beverage
117,415,sunny,2015-04-11 23:25:29,640405347,Onion Rings,sweet,side
117,415,sunny,2015-04-11 23:25:29,640405323,Small Curly Fries,savory,side
117,415,sunny,2015-04-11 23:25:29,640405339,Large Curly Fries,savory,side
55,946,sunny,2015-04-14 02:13:15,640405348,Coffee,bitter,beverage
55,946,sunny,2015-04-14 02:13:15,640405307,Regular Fries,savory,side
182,1337,rainy,2015-04-15 00:49:50,640405399,Large Shake,sweet,beverage
12,847,cloudy,2015-04-15 03:23:47,640405389,Small Shake,sweet,beverage
12,847,cloudy,2015-04-15 03:23:47,640404923,Hamburger,savory,burger
12,847,cloudy,2015-04-15 03:23:47,640405331,Regular Curly Fries,savory,side
12,847,cloudy,2015-04-15 03:23:47,640405025,Bacon Cheeseburger,savory,burger
71,1836,cloudy,2015-04-18 17:16:03,640405355,Small Drink,chilling,beverage
183,1270,snowy,2015-04-21 17:13:58,640405307,Regular Fries,savory,side
183,1270,snowy,2015-04-21 17:13:58,640405348,Coffee,bitter,beverage
183,1270,snowy,2015-04-21 17:13:58,640404963,Cheeseburger,savory,burger
183,1270,snowy,2015-04-21 17:13:58,640405323,Small Curly Fries,savory,side
80,138,rainy,2015-04-22 03:24:13,640405347,Onion Rings,sweet,side
80,138,rainy,2015-04-22 03:24:13,640405331,Regular Curly Fries,savory,side
80,138,rainy,2015-04-22 03:24:13,640405085,Double Hamburger,savory,burger
167,1906,cloudy,2015-04-24 19:59:46,640404963,Cheeseburger,savory,burger
167,1906,cloudy,2015-04-24 19:59:46,640405348,Coffee,bitter,beverage
16,807,sunny,2015-04-26 09:34:03,640405399,Large Shake,sweet,beverage
16,807,sunny,2015-04-26 09:34:03,640404963,Cheeseburger,savory,burger
177,245,cloudy,2015-04-26 15:28:55,640405395,Regular Shake,sweet,beverage
177,245,cloudy,2015-04-26 15:28:55,640405307,Regular Fries,savory,side
177,245,cloudy,2015-04-26 15:28:55,640405348,Coffee,bitter,beverage
168,1460,snowy,2015-04-27 10:31:51,640404923,Hamburger,savory,burger
168,1460,snowy,2015-04-27 10:31:51,640405389,Small Shake,sweet,beverage
168,1460,snowy,2015-04-27 10:31:51,640405371,Regular Drink,chilling,beverage
26,276,rainy,2015-04-28 09:33:18,640405058,Veggie Burger,healthy,burger
26,276,rainy,2015-04-28 09:33:18,640405058,Veggie Burger,healthy,burger
26,276,rainy,2015-04-28 09:33:18,640405347,Onion Rings,sweet,side
26,276,rainy,2015-04-28 09:33:18,640405380,Large Drink,chilling,beverage
26,276,rainy,2015-04-28 09:33:18,640405307,Regular Fries,savory,side
20,259,cloudy,2015-04-28 17:19:01,640405112,Double Cheeseburger,savory,burger
20,259,cloudy,2015-04-28 17:19:01,640405348,Coffee,bitter,beverage
20,259,cloudy,2015-04-28 17:19:01,640405172,Double Bacon Cheeseburger,savory,burger
20,259,cloudy,2015-04-28 17:19:01,640405085,Double Hamburger,savory,burger
23,684,rainy,2015-05-01 03:12:31,640405347,Onion Rings,sweet,side
23,684,rainy,2015-05-01 03:12:31,640405323,Small Curly Fries,savory,side
23,684,rainy,2015-05-01 03:12:31,640404923,Hamburger,savory,burger
193,1164,cloudy,2015-05-02 18:56:49,640405323,Small Curly Fries,savory,side
193,1164,cloudy,2015-05-02 18:56:49,640405347,Onion Rings,sweet,side
193,1164,cloudy,2015-05-02 18:56:49,640405307,Regular Fries,savory,side
85,90,cloudy,2015-05-03 05:24:38,640405331,Regular Curly Fries,savory,side
85,90,cloudy,2015-05-03 05:24:38,640405323,Small Curly Fries,savory,side
85,90,cloudy,2015-05-03 05:24:38,640405339,Large Curly Fries,savory,side
85,90,cloudy,2015-05-03 05:24:38,640405315,Large Fries,savory,side
34,1670,snowy,2015-05-03 06:41:14,640405315,Large Fries,savory,side
34,1670,snowy,2015-05-03 06:41:14,640405348,Coffee,bitter,beverage
29,1368,cloudy,2015-05-05 02:47:28,640405025,Bacon Cheeseburger,savory,burger
29,1368,cloudy,2015-05-05 02:47:28,640405172,Double Bacon Cheeseburger,savory,burger
120,1123,sunny,2015-05-05 12:20:39,640405085,Double Hamburger,savory,burger
120,1123,sunny,2015-05-05 12:20:39,640405348,Coffee,bitter,beverage
120,1123,sunny,2015-05-05 12:20:39,640405296,Small Fries,savory,side
180,969,snowy,2015-05-05 16:42:27,640405172,Double Bacon Cheeseburger,savory,burger
180,969,snowy,2015-05-05 16:42:27,640405085,Double Hamburger,savory,burger
9,223,rainy,2015-05-11 08:56:06,640405399,Large Shake,sweet,beverage
9,223,rainy,2015-05-11 08:56:06,640405323,Small Curly Fries,savory,side
123,857,rainy,2015-05-11 14:36:05,640405348,Coffee,bitter,beverage
123,857,rainy,2015-05-11 14:36:05,640404963,Cheeseburger,savory,burger
123,857,rainy,2015-05-11 14:36:05,640404923,Hamburger,savory,burger
142,968,rainy,2015-05-12 20:53:34,640405112,Double Cheeseburger,savory,burger
142,968,rainy,2015-05-12 20:53:34,640405339,Large Curly Fries,savory,side
142,968,rainy,2015-05-12 20:53:34,640405025,Bacon Cheeseburger,savory,burger
132,1375,snowy,2015-05-16 07:37:54,640405395,Regular Shake,sweet,beverage
132,1375,snowy,2015-05-16 07:37:54,640405315,Large Fries,savory,side
113,537,rainy,2015-05-16 23:57:41,640405371,Regular Drink,chilling,beverage
113,537,rainy,2015-05-16 23:57:41,640405339,Large Curly Fries,savory,side
197,335,cloudy,2015-05-17 18:39:48,640405399,Large Shake,sweet,beverage
197,335,cloudy,2015-05-17 18:39:48,640404963,Cheeseburger,savory,burger
197,335,cloudy,2015-05-17 18:39:48,640405355,Small Drink,chilling,beverage
108,738,snowy,2015-05-18 19:27:25,640405307,Regular Fries,savory,side
108,738,snowy,2015-05-18 19:27:25,640405323,Small Curly Fries,savory,side
108,738,snowy,2015-05-18 19:27:25,640404963,Cheeseburger,savory,burger
108,738,snowy,2015-05-18 19:27:25,640405058,Veggie Burger,healthy,burger
41,1818,snowy,2015-05-20 13:07:07,640405112,Double Cheeseburger,savory,burger
41,1818,snowy,2015-05-20 13:07:07,640405172,Double Bacon Cheeseburger,savory,burger
41,1818,snowy,2015-05-20 13:07:07,640404963,Cheeseburger,savory,burger
41,1818,snowy,2015-05-20 13:07:07,640405389,Small Shake,sweet,beverage
1,1777,snowy,2015-05-21 14:44:09,640404923,Hamburger,savory,burger
1,1777,snowy,2015-05-21 14:44:09,640405339,Large Curly Fries,savory,side
1,1777,snowy,2015-05-21 14:44:09,640405058,Veggie Burger,healthy,burger
1,1777,snowy,2015-05-21 14:44:09,640405355,Small Drink,chilling,beverage
58,822,cloudy,2015-05-22 14:42:32,640405347,Onion Rings,sweet,side
58,822,cloudy,2015-05-22 14:42:32,640405331,Regular Curly Fries,savory,side
107,63,snowy,2015-05-22 21:52:05,640405025,Bacon Cheeseburger,savory,burger
107,63,snowy,2015-05-22 21:52:05,640405380,Large Drink,chilling,beverage
48,1672,snowy,2015-05-23 08:57:13,640405371,Regular Drink,chilling,beverage
48,1672,snowy,2015-05-23 08:57:13,640404963,Cheeseburger,savory,burger
98,666,sunny,2015-05-23 22:17:48,640404923,Hamburger,savory,burger
98,666,sunny,2015-05-23 22:17:48,640405339,Large Curly Fries,savory,side
98,666,sunny,2015-05-23 22:17:48,640405172,Double Bacon Cheeseburger,savory,burger
98,666,sunny,2015-05-23 22:17:48,640405085,Double Hamburger,savory,burger
95,538,snowy,2015-05-24 10:26:29,640405399,Large Shake,sweet,beverage
5,221,cloudy,2015-05-27 07:32:19,640405371,Regular Drink,chilling,beverage
5,221,cloudy,2015-05-27 07:32:19,640405085,Double Hamburger,savory,burger
183,1523,sunny,2015-05-27 13:09:50,640405307,Regular Fries,savory,side
183,1523,sunny,2015-05-27 13:09:50,640405296,Small Fries,savory,side
183,1523,sunny,2015-05-27 13:09:50,640405371,Regular Drink,chilling,beverage
195,340,sunny,2015-05-28 07:28:52,640405395,Regular Shake,sweet,beverage
195,340,sunny,2015-05-28 07:28:52,640404963,Cheeseburger,savory,burger
195,340,sunny,2015-05-28 07:28:52,640405371,Regular Drink,chilling,beverage
195,340,sunny,2015-05-28 07:28:52,640405172,Double Bacon Cheeseburger,savory,burger
119,285,sunny,2015-05-28 08:10:17,640405371,Regular Drink,chilling,beverage
119,285,sunny,2015-05-28 08:10:17,640405380,Large Drink,chilling,beverage
119,285,sunny,2015-05-28 08:10:17,640405347,Onion Rings,sweet,side
119,285,sunny,2015-05-28 08:10:17,640405339,Large Curly Fries,savory,side
64,802,snowy,2015-05-28 23:53:55,640405085,Double Hamburger,savory,burger
64,802,snowy,2015-05-28 23:53:55,640405380,Large Drink,chilling,beverage
64,802,snowy,2015-05-28 23:53:55,640405058,Veggie Burger,healthy,burger
110,832,rainy,2015-06-06 10:00:51,640405389,Small Shake,sweet,beverage
110,832,rainy,2015-06-06 10:00:51,640405085,Double Hamburger,savory,burger
110,832,rainy,2015-06-06 10:00:51,640405347,Onion Rings,sweet,side
69,1094,snowy,2015-06-07 11:28:25,640405172,Double Bacon Cheeseburger,savory,burger
69,1094,snowy,2015-06-07 11:28:25,640405371,Regular Drink,chilling,beverage
69,1094,snowy,2015-06-07 11:28:25,640405399,Large Shake,sweet,beverage
17,766,rainy,2015-06-09 01:20:07,640405348,Coffee,bitter,beverage
17,766,rainy,2015-06-09 01:20:07,640405395,Regular Shake,sweet,beverage
9,130,rainy,2015-06-10 14:47:00,640405371,Regular Drink,chilling,beverage
172,1475,rainy,2015-06-11 11:43:20,640405331,Regular Curly Fries,savory,side
172,1475,rainy,2015-06-11 11:43:20,640405355,Small Drink,chilling,beverage
172,1475,rainy,2015-06-11 11:43:20,640405380,Large Drink,chilling,beverage
6,1824,cloudy,2015-06-12 10:44:26,640405355,Small Drink,chilling,beverage
6,1824,cloudy,2015-06-12 10:44:26,640405323,Small Curly Fries,savory,side
6,1824,cloudy,2015-06-12 10:44:26,640405380,Large Drink,chilling,beverage
6,1824,cloudy,2015-06-12 10:44:26,640405307,Regular Fries,savory,side
65,909,rainy,2015-06-13 02:58:26,640405331,Regular Curly Fries,savory,side
107,1455,rainy,2015-06-14 06:26:29,640405339,Large Curly Fries,savory,side
107,1455,rainy,2015-06-14 06:26:29,640405323,Small Curly Fries,savory,side
107,1455,rainy,2015-06-14 06:26:29,640405172,Double Bacon Cheeseburger,savory,burger
107,1455,rainy,2015-06-14 06:26:29,640405371,Regular Drink,chilling,beverage
137,1607,sunny,2015-06-14 10:30:59,640405307,Regular Fries,savory,side
